year,state,state_SVI
2020,MI,7.804959370926559
2020,MN,6.826118832102477
2020,MO,7.684919740535845
2020,MS,9.736636518217809
2020,MT,6.6284653440456625
2020,NC,9.040884343207596
2020,ND,6.483148984605349
2020,NE,7.326612761393182
2020,NH,5.940550250508395
2020,NJ,8.38664527250153
2020,NM,10.202367764843556
2020,NV,9.842597146205254
2020,NY,8.795488275405052
2020,OH,7.800314245788643
2020,OK,9.439325307608204
2020,OR,8.411336166184507
2020,PA,7.836115395316175
2020,RI,8.243431278845298
2020,SC,9.200997951042883
2020,SD,7.060835537155308
2020,TN,8.467205957693936
2020,TX,9.919310495287624
2020,UT,7.155179831234635
2020,VA,7.502107462231581
2020,VT,6.0374824624403365
2020,WA,7.9571320405352965
2020,WI,6.752062767861063
2020,WV,7.8213761685955605
2020,WY,6.931011670978485
